customer_id,monetary,engagement_days,m_score,e_score,segment
1688,70,365.0,2,1,At Risk
1689,26,14.0,1,3,Regular
1690,73,30.0,2,2,Regular
1691,30,365.0,1,1,At Risk
1692,61,365.0,2,1,At Risk
1693,75,14.0,3,3,High Value
1694,88,14.0,3,3,High Value
1695,67,14.0,2,3,Regular
1696,95,14.0,3,3,High Value
1697,69,14.0,2,3,Regular
1698,87,90.0,3,2,Regular
1699,41,90.0,1,2,Regular
1700,67,365.0,2,1,At Risk
1701,70,30.0,2,2,Regular
1702,41,90.0,1,2,Regular
1703,83,7.0,3,3,High Value
1704,22,365.0,1,1,At Risk
1705,20,90.0,1,2,Regular
1706,29,14.0,1,3,Regular
1707,87,14.0,3,3,High Value
1708,81,14.0,3,3,High Value
1709,58,90.0,2,2,Regular
1710,83,365.0,3,1,At Risk
1711,59,90.0,2,2,Regular
1712,93,30.0,3,2,Regular
1713,87,14.0,3,3,High Value
1714,22,90.0,1,2,Regular
1715,71,30.0,2,2,Regular
1716,69,14.0,2,3,Regular
1717,47,90.0,2,2,Regular
1718,50,14.0,2,3,Regular
1719,96,90.0,3,2,Regular
1720,39,90.0,1,2,Regular
1721,84,14.0,3,3,High Value
1722,28,30.0,1,2,Regular
1723,51,14.0,2,3,Regular
1724,20,365.0,1,1,At Risk
1725,72,7.0,2,3,Regular
1726,33,90.0,1,2,Regular
1727,28,7.0,1,3,Regular
1728,53,30.0,2,2,Regular
1729,48,90.0,2,2,Regular
1730,21,14.0,1,3,Regular
1731,22,7.0,1,3,Regular
1732,87,30.0,3,2,Regular
1733,50,90.0,2,2,Regular
1734,85,365.0,3,1,At Risk
1735,98,90.0,3,2,Regular
1736,34,365.0,1,1,At Risk
1737,61,90.0,2,2,Regular
1738,98,14.0,3,3,High Value
1739,61,7.0,2,3,Regular
1740,98,7.0,3,3,High Value
1741,21,90.0,1,2,Regular
1742,51,30.0,2,2,Regular
1743,80,90.0,3,2,Regular
1744,72,7.0,2,3,Regular
1745,63,7.0,2,3,Regular
1746,27,7.0,1,3,Regular
1747,44,14.0,1,3,Regular
1748,23,90.0,1,2,Regular
1749,93,365.0,3,1,At Risk
1750,70,90.0,2,2,Regular
1751,85,90.0,3,2,Regular
1752,40,365.0,1,1,At Risk
1753,29,90.0,1,2,Regular
1754,27,14.0,1,3,Regular
1755,93,14.0,3,3,High Value
1756,20,30.0,1,2,Regular
1757,55,7.0,2,3,Regular
1758,94,365.0,3,1,At Risk
1759,56,14.0,2,3,Regular
1760,58,7.0,2,3,Regular
1761,44,7.0,1,3,Regular
1762,95,7.0,3,3,High Value
1763,42,14.0,1,3,Regular
1764,93,365.0,3,1,At Risk
1765,56,90.0,2,2,Regular
1766,88,90.0,3,2,Regular
1767,54,14.0,2,3,Regular
1768,89,14.0,3,3,High Value
1769,45,90.0,1,2,Regular
1770,75,30.0,3,2,Regular
1771,22,7.0,1,3,Regular
1772,82,365.0,3,1,At Risk
1773,34,365.0,1,1,At Risk
1774,92,365.0,3,1,At Risk
1775,78,7.0,3,3,High Value
1776,47,14.0,2,3,Regular
1777,64,90.0,2,2,Regular
1778,44,14.0,1,3,Regular
1779,94,14.0,3,3,High Value
1780,62,7.0,2,3,Regular
1781,81,7.0,3,3,High Value
1782,33,90.0,1,2,Regular
1783,88,14.0,3,3,High Value
1784,49,30.0,2,2,Regular
1785,31,90.0,1,2,Regular
1786,29,30.0,1,2,Regular
1787,34,30.0,1,2,Regular
1788,38,90.0,1,2,Regular
1789,41,14.0,1,3,Regular
1790,34,90.0,1,2,Regular
1791,26,14.0,1,3,Regular
1792,98,365.0,3,1,At Risk
1793,59,90.0,2,2,Regular
1794,92,90.0,3,2,Regular
1795,40,14.0,1,3,Regular
1796,20,14.0,1,3,Regular
1797,35,7.0,1,3,Regular
1798,35,7.0,1,3,Regular
1799,82,7.0,3,3,High Value
1800,48,7.0,2,3,Regular
1801,58,7.0,2,3,Regular
1802,57,14.0,2,3,Regular
1803,96,14.0,3,3,High Value
1804,97,14.0,3,3,High Value
1805,42,7.0,1,3,Regular
1806,62,7.0,2,3,Regular
1807,67,365.0,2,1,At Risk
1808,46,14.0,2,3,Regular
1809,71,30.0,2,2,Regular
1810,99,14.0,3,3,High Value
1811,28,14.0,1,3,Regular
1812,77,365.0,3,1,At Risk
1813,63,14.0,2,3,Regular
1814,62,7.0,2,3,Regular
1815,92,90.0,3,2,Regular
1816,72,90.0,2,2,Regular
1817,79,7.0,3,3,High Value
1818,27,7.0,1,3,Regular
1819,39,90.0,1,2,Regular
1820,86,90.0,3,2,Regular
1821,94,30.0,3,2,Regular
1822,53,90.0,2,2,Regular
1823,85,365.0,3,1,At Risk
1824,50,14.0,2,3,Regular
1825,47,30.0,2,2,Regular
1826,75,7.0,3,3,High Value
1827,60,365.0,2,1,At Risk
1828,36,7.0,1,3,Regular
1829,80,90.0,3,2,Regular
1830,96,90.0,3,2,Regular
1831,80,365.0,3,1,At Risk
1832,71,90.0,2,2,Regular
1833,29,30.0,1,2,Regular
1834,53,14.0,2,3,Regular
1835,35,14.0,1,3,Regular
1836,75,90.0,3,2,Regular
1837,52,30.0,2,2,Regular
1838,77,30.0,3,2,Regular
1839,24,90.0,1,2,Regular
1840,78,365.0,3,1,At Risk
1841,98,90.0,3,2,Regular
1842,57,90.0,2,2,Regular
1843,78,365.0,3,1,At Risk
1844,76,30.0,3,2,Regular
1845,26,365.0,1,1,At Risk
1846,78,90.0,3,2,Regular
1847,53,90.0,2,2,Regular
1848,100,7.0,3,3,High Value
1849,73,90.0,2,2,Regular
1850,40,30.0,1,2,Regular
1851,76,7.0,3,3,High Value
1852,80,14.0,3,3,High Value
1853,80,7.0,3,3,High Value
1854,67,14.0,2,3,Regular
1855,61,365.0,2,1,At Risk
1856,76,365.0,3,1,At Risk
1857,55,14.0,2,3,Regular
1858,85,30.0,3,2,Regular
1859,69,365.0,2,1,At Risk
1860,26,14.0,1,3,Regular
1861,64,30.0,2,2,Regular
1862,60,30.0,2,2,Regular
1863,36,14.0,1,3,Regular
1864,21,30.0,1,2,Regular
1865,72,90.0,2,2,Regular
1866,62,30.0,2,2,Regular
1867,44,14.0,1,3,Regular
1868,52,90.0,2,2,Regular
1869,58,14.0,2,3,Regular
1870,77,90.0,3,2,Regular
1871,99,14.0,3,3,High Value
1872,96,90.0,3,2,Regular
1873,64,30.0,2,2,Regular
1874,44,7.0,1,3,Regular
1875,33,7.0,1,3,Regular
1876,71,90.0,2,2,Regular
1877,36,90.0,1,2,Regular
1878,62,365.0,2,1,At Risk
1879,29,30.0,1,2,Regular
1880,33,14.0,1,3,Regular
1881,33,30.0,1,2,Regular
1882,41,14.0,1,3,Regular
1883,54,90.0,2,2,Regular
1884,58,14.0,2,3,Regular
1885,30,14.0,1,3,Regular
1886,53,30.0,2,2,Regular
1887,91,14.0,3,3,High Value
1888,44,30.0,1,2,Regular
1889,89,7.0,3,3,High Value
1890,57,7.0,2,3,Regular
1891,57,7.0,2,3,Regular
1892,74,90.0,3,2,Regular
1893,30,7.0,1,3,Regular
1894,20,14.0,1,3,Regular
1895,90,14.0,3,3,High Value
1896,61,30.0,2,2,Regular
1897,51,30.0,2,2,Regular
1898,97,14.0,3,3,High Value
1899,97,30.0,3,2,Regular
1900,40,7.0,1,3,Regular
1901,85,90.0,3,2,Regular
1902,76,90.0,3,2,Regular
1903,22,30.0,1,2,Regular
1904,63,7.0,2,3,Regular
1905,71,30.0,2,2,Regular
1906,35,14.0,1,3,Regular
1907,30,14.0,1,3,Regular
1908,74,90.0,3,2,Regular
1909,71,14.0,2,3,Regular
1910,84,30.0,3,2,Regular
1911,38,90.0,1,2,Regular
1912,81,14.0,3,3,High Value
1913,56,14.0,2,3,Regular
1914,48,365.0,2,1,At Risk
1915,97,14.0,3,3,High Value
1916,74,7.0,3,3,High Value
1917,50,14.0,2,3,Regular
1918,71,14.0,2,3,Regular
1919,33,30.0,1,2,Regular
1920,56,14.0,2,3,Regular
1921,84,90.0,3,2,Regular
1922,36,365.0,1,1,At Risk
1923,63,30.0,2,2,Regular
1924,36,365.0,1,1,At Risk
1925,63,90.0,2,2,Regular
1926,32,14.0,1,3,Regular
1927,93,365.0,3,1,At Risk
1928,29,90.0,1,2,Regular
1929,92,7.0,3,3,High Value
1930,33,90.0,1,2,Regular
1931,52,7.0,2,3,Regular
1932,42,90.0,1,2,Regular
1933,36,90.0,1,2,Regular
1934,67,365.0,2,1,At Risk
1935,43,365.0,1,1,At Risk
1936,68,14.0,2,3,Regular
1937,60,90.0,2,2,Regular
1938,53,30.0,2,2,Regular
1939,23,14.0,1,3,Regular
1940,57,90.0,2,2,Regular
1941,89,14.0,3,3,High Value
1942,99,90.0,3,2,Regular
1943,28,30.0,1,2,Regular
1944,53,365.0,2,1,At Risk
1945,45,90.0,1,2,Regular
1946,38,90.0,1,2,Regular
1947,49,90.0,2,2,Regular
1948,32,30.0,1,2,Regular
1949,37,14.0,1,3,Regular
1950,80,90.0,3,2,Regular
1951,78,90.0,3,2,Regular
1952,53,14.0,2,3,Regular
1953,82,14.0,3,3,High Value
1954,33,14.0,1,3,Regular
1955,77,90.0,3,2,Regular
1956,56,30.0,2,2,Regular
1957,37,14.0,1,3,Regular
1958,54,14.0,2,3,Regular
1959,67,90.0,2,2,Regular
1960,90,90.0,3,2,Regular
1961,72,365.0,2,1,At Risk
1962,59,90.0,2,2,Regular
1963,45,14.0,1,3,Regular
1964,30,7.0,1,3,Regular
1965,51,30.0,2,2,Regular
1966,90,90.0,3,2,Regular
1967,95,14.0,3,3,High Value
1968,81,365.0,3,1,At Risk
1969,70,7.0,2,3,Regular
1970,32,14.0,1,3,Regular
1971,94,14.0,3,3,High Value
1972,29,30.0,1,2,Regular
1973,31,90.0,1,2,Regular
1974,20,90.0,1,2,Regular
1975,44,14.0,1,3,Regular
1976,77,90.0,3,2,Regular
1977,51,14.0,2,3,Regular
1978,49,365.0,2,1,At Risk
1979,78,90.0,3,2,Regular
1980,98,14.0,3,3,High Value
1981,94,14.0,3,3,High Value
1982,91,90.0,3,2,Regular
1983,77,30.0,3,2,Regular
1984,97,90.0,3,2,Regular
1985,58,14.0,2,3,Regular
1986,97,14.0,3,3,High Value
1987,48,90.0,2,2,Regular
1988,23,90.0,1,2,Regular
1989,79,7.0,3,3,High Value
1990,42,14.0,1,3,Regular
1991,95,365.0,3,1,At Risk
1992,29,90.0,1,2,Regular
1993,98,30.0,3,2,Regular
1994,96,7.0,3,3,High Value
1995,66,7.0,2,3,Regular
1996,80,90.0,3,2,Regular
1997,27,90.0,1,2,Regular
1998,25,14.0,1,3,Regular
1999,45,90.0,1,2,Regular
2000,89,30.0,3,2,Regular
2001,27,14.0,1,3,Regular
2002,90,14.0,3,3,High Value
2003,65,90.0,2,2,Regular
2004,72,90.0,2,2,Regular
2005,70,14.0,2,3,Regular
2006,82,14.0,3,3,High Value
2007,97,365.0,3,1,At Risk
2008,25,90.0,1,2,Regular
2009,48,90.0,2,2,Regular
2010,99,14.0,3,3,High Value
2011,21,14.0,1,3,Regular
2012,94,30.0,3,2,Regular
2013,53,14.0,2,3,Regular
2014,70,90.0,2,2,Regular
2015,26,14.0,1,3,Regular
2016,82,14.0,3,3,High Value
2017,47,14.0,2,3,Regular
2018,32,90.0,1,2,Regular
2019,97,7.0,3,3,High Value
2020,68,14.0,2,3,Regular
2021,23,90.0,1,2,Regular
2022,33,90.0,1,2,Regular
2023,38,14.0,1,3,Regular
2024,68,14.0,2,3,Regular
2025,23,7.0,1,3,Regular
2026,29,14.0,1,3,Regular
2027,35,90.0,1,2,Regular
2028,73,90.0,2,2,Regular
2029,84,14.0,3,3,High Value
2030,23,90.0,1,2,Regular
2031,67,30.0,2,2,Regular
2032,51,30.0,2,2,Regular
2033,36,365.0,1,1,At Risk
2034,55,365.0,2,1,At Risk
2035,30,30.0,1,2,Regular
2036,70,7.0,2,3,Regular
2037,63,7.0,2,3,Regular
2038,87,14.0,3,3,High Value
2039,70,14.0,2,3,Regular
2040,51,14.0,2,3,Regular
2041,25,90.0,1,2,Regular
2042,32,14.0,1,3,Regular
2043,52,30.0,2,2,Regular
2044,33,7.0,1,3,Regular
2045,68,14.0,2,3,Regular
2046,20,90.0,1,2,Regular
2047,32,90.0,1,2,Regular
2048,82,365.0,3,1,At Risk
2049,64,90.0,2,2,Regular
2050,24,365.0,1,1,At Risk
2051,96,365.0,3,1,At Risk
2052,94,30.0,3,2,Regular
2053,48,365.0,2,1,At Risk
2054,60,14.0,2,3,Regular
2055,56,365.0,2,1,At Risk
2056,33,7.0,1,3,Regular
2057,46,30.0,2,2,Regular
2058,37,90.0,1,2,Regular
2059,98,90.0,3,2,Regular
2060,50,7.0,2,3,Regular
2061,63,90.0,2,2,Regular
2062,70,365.0,2,1,At Risk
2063,63,90.0,2,2,Regular
2064,86,30.0,3,2,Regular
2065,99,30.0,3,2,Regular
2066,40,14.0,1,3,Regular
2067,92,14.0,3,3,High Value
2068,21,14.0,1,3,Regular
2069,81,30.0,3,2,Regular
2070,82,90.0,3,2,Regular
2071,88,30.0,3,2,Regular
2072,100,90.0,3,2,Regular
2073,66,7.0,2,3,Regular
2074,25,90.0,1,2,Regular
2075,53,14.0,2,3,Regular
2076,28,30.0,1,2,Regular
2077,23,14.0,1,3,Regular
2078,34,365.0,1,1,At Risk
2079,42,7.0,1,3,Regular
2080,24,90.0,1,2,Regular
2081,47,14.0,2,3,Regular
2082,78,14.0,3,3,High Value
2083,89,90.0,3,2,Regular
2084,59,14.0,2,3,Regular
2085,94,90.0,3,2,Regular
2086,49,7.0,2,3,Regular
2087,89,90.0,3,2,Regular
2088,91,7.0,3,3,High Value
2089,89,365.0,3,1,At Risk
2090,57,90.0,2,2,Regular
2091,71,30.0,2,2,Regular
2092,97,90.0,3,2,Regular
2093,45,7.0,1,3,Regular
2094,91,365.0,3,1,At Risk
2095,25,365.0,1,1,At Risk
2096,63,14.0,2,3,Regular
2097,52,365.0,2,1,At Risk
2098,43,7.0,1,3,Regular
2099,28,90.0,1,2,Regular
2100,78,365.0,3,1,At Risk
2101,31,14.0,1,3,Regular
2102,23,14.0,1,3,Regular
2103,25,30.0,1,2,Regular
2104,86,7.0,3,3,High Value
2105,88,7.0,3,3,High Value
2106,35,14.0,1,3,Regular
2107,34,90.0,1,2,Regular
2108,75,90.0,3,2,Regular
2109,46,90.0,2,2,Regular
2110,31,90.0,1,2,Regular
2111,93,90.0,3,2,Regular
2112,85,365.0,3,1,At Risk
2113,68,14.0,2,3,Regular
2114,40,90.0,1,2,Regular
2115,51,365.0,2,1,At Risk
2116,85,14.0,3,3,High Value
2117,23,14.0,1,3,Regular
2118,28,365.0,1,1,At Risk
2119,44,90.0,1,2,Regular
2120,57,14.0,2,3,Regular
2121,98,90.0,3,2,Regular
2122,68,30.0,2,2,Regular
2123,36,7.0,1,3,Regular
2124,71,14.0,2,3,Regular
2125,60,90.0,2,2,Regular
2126,87,90.0,3,2,Regular
2127,38,30.0,1,2,Regular
2128,45,7.0,1,3,Regular
2129,47,7.0,2,3,Regular
2130,57,90.0,2,2,Regular
2131,68,365.0,2,1,At Risk
2132,52,14.0,2,3,Regular
2133,87,7.0,3,3,High Value
2134,34,365.0,1,1,At Risk
2135,41,14.0,1,3,Regular
2136,94,90.0,3,2,Regular
2137,93,14.0,3,3,High Value
2138,51,90.0,2,2,Regular
2139,42,90.0,1,2,Regular
2140,95,7.0,3,3,High Value
2141,90,14.0,3,3,High Value
2142,98,365.0,3,1,At Risk
2143,39,90.0,1,2,Regular
2144,66,14.0,2,3,Regular
2145,23,90.0,1,2,Regular
2146,73,365.0,2,1,At Risk
2147,23,90.0,1,2,Regular
2148,43,14.0,1,3,Regular
2149,45,14.0,1,3,Regular
2150,21,7.0,1,3,Regular
2151,40,7.0,1,3,Regular
2152,58,30.0,2,2,Regular
2153,48,14.0,2,3,Regular
2154,94,365.0,3,1,At Risk
2155,74,90.0,3,2,Regular
2156,51,30.0,2,2,Regular
2157,83,14.0,3,3,High Value
2158,68,14.0,2,3,Regular
2159,84,14.0,3,3,High Value
2160,58,365.0,2,1,At Risk
2161,92,365.0,3,1,At Risk
2162,69,14.0,2,3,Regular
2163,48,7.0,2,3,Regular
2164,60,30.0,2,2,Regular
2165,20,14.0,1,3,Regular
2166,55,90.0,2,2,Regular
2167,88,14.0,3,3,High Value
2168,48,14.0,2,3,Regular
2169,74,90.0,3,2,Regular
2170,42,14.0,1,3,Regular
2171,32,90.0,1,2,Regular
2172,98,14.0,3,3,High Value
2173,89,14.0,3,3,High Value
2174,97,90.0,3,2,Regular
2175,49,365.0,2,1,At Risk
2176,50,14.0,2,3,Regular
2177,91,90.0,3,2,Regular
2178,93,14.0,3,3,High Value
2179,98,365.0,3,1,At Risk
2180,82,30.0,3,2,Regular
2181,37,90.0,1,2,Regular
2182,63,14.0,2,3,Regular
2183,99,14.0,3,3,High Value
2184,37,30.0,1,2,Regular
2185,34,90.0,1,2,Regular
2186,32,90.0,1,2,Regular
2187,23,90.0,1,2,Regular
2188,78,365.0,3,1,At Risk
2189,54,7.0,2,3,Regular
2190,94,14.0,3,3,High Value
2191,75,365.0,3,1,At Risk
2192,69,14.0,2,3,Regular
2193,35,30.0,1,2,Regular
2194,78,30.0,3,2,Regular
2195,29,90.0,1,2,Regular
2196,62,30.0,2,2,Regular
2197,58,7.0,2,3,Regular
2198,88,30.0,3,2,Regular
2199,80,30.0,3,2,Regular
2200,47,30.0,2,2,Regular
2201,51,90.0,2,2,Regular
2202,25,365.0,1,1,At Risk
2203,36,7.0,1,3,Regular
2204,79,90.0,3,2,Regular
2205,41,30.0,1,2,Regular
2206,68,7.0,2,3,Regular
2207,51,14.0,2,3,Regular
2208,38,365.0,1,1,At Risk
2209,46,30.0,2,2,Regular
2210,20,90.0,1,2,Regular
2211,25,14.0,1,3,Regular
2212,89,90.0,3,2,Regular
2213,77,90.0,3,2,Regular
2214,94,90.0,3,2,Regular
2215,100,7.0,3,3,High Value
2216,96,14.0,3,3,High Value
2217,36,14.0,1,3,Regular
2218,27,14.0,1,3,Regular
2219,67,90.0,2,2,Regular
2220,91,14.0,3,3,High Value
2221,62,365.0,2,1,At Risk
2222,88,365.0,3,1,At Risk
2223,66,7.0,2,3,Regular
2224,65,90.0,2,2,Regular
2225,25,90.0,1,2,Regular
2226,64,365.0,2,1,At Risk
2227,72,365.0,2,1,At Risk
2228,74,14.0,3,3,High Value
2229,50,7.0,2,3,Regular
2230,97,30.0,3,2,Regular
2231,36,14.0,1,3,Regular
2232,49,7.0,2,3,Regular
2233,64,14.0,2,3,Regular
2234,31,30.0,1,2,Regular
2235,66,7.0,2,3,Regular
2236,82,365.0,3,1,At Risk
2237,88,14.0,3,3,High Value
2238,34,90.0,1,2,Regular
2239,84,7.0,3,3,High Value
2240,96,90.0,3,2,Regular
2241,71,90.0,2,2,Regular
2242,77,14.0,3,3,High Value
2243,66,14.0,2,3,Regular
2244,21,365.0,1,1,At Risk
2245,37,365.0,1,1,At Risk
2246,90,14.0,3,3,High Value
2247,96,90.0,3,2,Regular
2248,37,365.0,1,1,At Risk
2249,66,14.0,2,3,Regular
2250,45,7.0,1,3,Regular
2251,89,7.0,3,3,High Value
2252,94,30.0,3,2,Regular
2253,96,365.0,3,1,At Risk
2254,31,30.0,1,2,Regular
2255,79,90.0,3,2,Regular
2256,39,90.0,1,2,Regular
2257,22,90.0,1,2,Regular
2258,32,365.0,1,1,At Risk
2259,71,90.0,2,2,Regular
2260,96,365.0,3,1,At Risk
2261,82,90.0,3,2,Regular
2262,76,14.0,3,3,High Value
2263,22,30.0,1,2,Regular
2264,40,90.0,1,2,Regular
2265,92,30.0,3,2,Regular
2266,94,90.0,3,2,Regular
2267,44,7.0,1,3,Regular
2268,49,7.0,2,3,Regular
2269,26,30.0,1,2,Regular
2270,38,365.0,1,1,At Risk
2271,72,7.0,2,3,Regular
2272,99,90.0,3,2,Regular
2273,38,30.0,1,2,Regular
2274,96,14.0,3,3,High Value
2275,27,14.0,1,3,Regular
2276,24,7.0,1,3,Regular
2277,82,7.0,3,3,High Value
2278,56,90.0,2,2,Regular
2279,25,90.0,1,2,Regular
2280,67,90.0,2,2,Regular
2281,21,14.0,1,3,Regular
2282,27,365.0,1,1,At Risk
2283,97,365.0,3,1,At Risk
2284,45,14.0,1,3,Regular
2285,63,365.0,2,1,At Risk
2286,100,90.0,3,2,Regular
2287,38,90.0,1,2,Regular
2288,45,365.0,1,1,At Risk
2289,91,7.0,3,3,High Value
2290,82,7.0,3,3,High Value
2291,48,90.0,2,2,Regular
2292,30,90.0,1,2,Regular
2293,34,30.0,1,2,Regular
2294,68,90.0,2,2,Regular
2295,95,365.0,3,1,At Risk
2296,22,90.0,1,2,Regular
2297,88,90.0,3,2,Regular
2298,83,90.0,3,2,Regular
2299,87,90.0,3,2,Regular
2300,57,90.0,2,2,Regular
2301,88,30.0,3,2,Regular
2302,20,365.0,1,1,At Risk
2303,39,30.0,1,2,Regular
2304,71,14.0,2,3,Regular
2305,73,14.0,2,3,Regular
2306,63,7.0,2,3,Regular
2307,78,14.0,3,3,High Value
2308,96,365.0,3,1,At Risk
2309,81,90.0,3,2,Regular
2310,95,90.0,3,2,Regular
2311,68,30.0,2,2,Regular
2312,28,90.0,1,2,Regular
2313,30,90.0,1,2,Regular
2314,31,14.0,1,3,Regular
2315,95,90.0,3,2,Regular
2316,79,90.0,3,2,Regular
2317,39,365.0,1,1,At Risk
2318,34,30.0,1,2,Regular
2319,28,365.0,1,1,At Risk
2320,38,30.0,1,2,Regular
2321,55,90.0,2,2,Regular
2322,31,14.0,1,3,Regular
2323,84,14.0,3,3,High Value
2324,93,30.0,3,2,Regular
2325,28,365.0,1,1,At Risk
2326,55,7.0,2,3,Regular
2327,63,365.0,2,1,At Risk
2328,94,14.0,3,3,High Value
2329,36,14.0,1,3,Regular
2330,97,365.0,3,1,At Risk
2331,63,90.0,2,2,Regular
2332,77,14.0,3,3,High Value
2333,53,30.0,2,2,Regular
2334,77,90.0,3,2,Regular
2335,79,30.0,3,2,Regular
2336,37,14.0,1,3,Regular
2337,94,7.0,3,3,High Value
2338,76,365.0,3,1,At Risk
2339,68,90.0,2,2,Regular
2340,65,90.0,2,2,Regular
2341,24,14.0,1,3,Regular
2342,31,90.0,1,2,Regular
2343,89,14.0,3,3,High Value
2344,49,30.0,2,2,Regular
2345,92,14.0,3,3,High Value
2346,32,90.0,1,2,Regular
2347,67,14.0,2,3,Regular
2348,64,90.0,2,2,Regular
2349,84,90.0,3,2,Regular
2350,34,90.0,1,2,Regular
2351,26,365.0,1,1,At Risk
2352,50,14.0,2,3,Regular
2353,46,90.0,2,2,Regular
2354,71,90.0,2,2,Regular
2355,78,30.0,3,2,Regular
2356,35,30.0,1,2,Regular
2357,58,90.0,2,2,Regular
2358,67,14.0,2,3,Regular
2359,93,90.0,3,2,Regular
2360,81,90.0,3,2,Regular
2361,80,90.0,3,2,Regular
2362,64,90.0,2,2,Regular
2363,41,30.0,1,2,Regular
2364,79,14.0,3,3,High Value
2365,60,90.0,2,2,Regular
2366,91,30.0,3,2,Regular
2367,66,14.0,2,3,Regular
2368,85,14.0,3,3,High Value
2369,38,90.0,1,2,Regular
2370,23,30.0,1,2,Regular
2371,71,7.0,2,3,Regular
2372,25,365.0,1,1,At Risk
2373,39,14.0,1,3,Regular
2374,20,90.0,1,2,Regular
2375,73,30.0,2,2,Regular
2376,63,90.0,2,2,Regular
2377,94,7.0,3,3,High Value
2378,94,365.0,3,1,At Risk
2379,71,14.0,2,3,Regular
2380,77,30.0,3,2,Regular
2381,66,14.0,2,3,Regular
2382,23,365.0,1,1,At Risk
2383,60,7.0,2,3,Regular
2384,72,365.0,2,1,At Risk
2385,35,90.0,1,2,Regular
2386,31,7.0,1,3,Regular
2387,33,30.0,1,2,Regular
2388,95,30.0,3,2,Regular
2389,68,365.0,2,1,At Risk
2390,87,90.0,3,2,Regular
2391,64,14.0,2,3,Regular
2392,74,90.0,3,2,Regular
2393,62,365.0,2,1,At Risk
2394,97,90.0,3,2,Regular
2395,47,14.0,2,3,Regular
2396,83,14.0,3,3,High Value
2397,82,7.0,3,3,High Value
2398,26,30.0,1,2,Regular
2399,81,14.0,3,3,High Value
2400,44,30.0,1,2,Regular
2401,88,14.0,3,3,High Value
2402,76,14.0,3,3,High Value
2403,89,7.0,3,3,High Value
2404,22,7.0,1,3,Regular
2405,33,14.0,1,3,Regular
2406,97,90.0,3,2,Regular
2407,57,7.0,2,3,Regular
2408,38,14.0,1,3,Regular
2409,55,90.0,2,2,Regular
2410,37,90.0,1,2,Regular
2411,43,30.0,1,2,Regular
2412,96,90.0,3,2,Regular
2413,51,14.0,2,3,Regular
2414,95,7.0,3,3,High Value
2415,26,14.0,1,3,Regular
2416,34,7.0,1,3,Regular
2417,83,90.0,3,2,Regular
2418,24,14.0,1,3,Regular
2419,69,90.0,2,2,Regular
2420,40,90.0,1,2,Regular
2421,87,365.0,3,1,At Risk
2422,46,90.0,2,2,Regular
2423,82,7.0,3,3,High Value
2424,81,90.0,3,2,Regular
2425,57,14.0,2,3,Regular
2426,49,90.0,2,2,Regular
2427,42,90.0,1,2,Regular
2428,26,90.0,1,2,Regular
2429,38,365.0,1,1,At Risk
2430,57,14.0,2,3,Regular
2431,100,90.0,3,2,Regular
2432,73,90.0,2,2,Regular
2433,66,30.0,2,2,Regular
2434,73,14.0,2,3,Regular
2435,45,30.0,1,2,Regular
2436,27,14.0,1,3,Regular
2437,24,90.0,1,2,Regular
2438,59,7.0,2,3,Regular
2439,20,7.0,1,3,Regular
2440,44,365.0,1,1,At Risk
2441,90,365.0,3,1,At Risk
2442,36,30.0,1,2,Regular
2443,95,14.0,3,3,High Value
2444,30,14.0,1,3,Regular
2445,65,14.0,2,3,Regular
2446,96,7.0,3,3,High Value
2447,65,30.0,2,2,Regular
2448,47,14.0,2,3,Regular
2449,25,14.0,1,3,Regular
2450,56,14.0,2,3,Regular
2451,76,90.0,3,2,Regular
2452,60,30.0,2,2,Regular
2453,67,90.0,2,2,Regular
2454,95,365.0,3,1,At Risk
2455,72,365.0,2,1,At Risk
2456,98,90.0,3,2,Regular
2457,83,30.0,3,2,Regular
2458,37,90.0,1,2,Regular
2459,85,7.0,3,3,High Value
2460,36,7.0,1,3,Regular
2461,36,365.0,1,1,At Risk
2462,86,7.0,3,3,High Value
2463,99,14.0,3,3,High Value
2464,21,14.0,1,3,Regular
2465,84,14.0,3,3,High Value
2466,63,7.0,2,3,Regular
2467,84,365.0,3,1,At Risk
2468,72,365.0,2,1,At Risk
2469,21,7.0,1,3,Regular
2470,92,365.0,3,1,At Risk
2471,72,14.0,2,3,Regular
2472,83,365.0,3,1,At Risk
2473,73,365.0,2,1,At Risk
2474,98,90.0,3,2,Regular
2475,76,90.0,3,2,Regular
2476,43,30.0,1,2,Regular
2477,60,30.0,2,2,Regular
2478,40,7.0,1,3,Regular
2479,93,90.0,3,2,Regular
2480,98,90.0,3,2,Regular
2481,91,14.0,3,3,High Value
2482,92,7.0,3,3,High Value
2483,87,90.0,3,2,Regular
2484,96,30.0,3,2,Regular
2485,97,90.0,3,2,Regular
2486,55,365.0,2,1,At Risk
2487,58,14.0,2,3,Regular
2488,21,14.0,1,3,Regular
2489,82,30.0,3,2,Regular
2490,34,90.0,1,2,Regular
2491,78,90.0,3,2,Regular
2492,47,30.0,2,2,Regular
2493,96,14.0,3,3,High Value
2494,23,90.0,1,2,Regular
2495,27,365.0,1,1,At Risk
2496,37,90.0,1,2,Regular
2497,79,7.0,3,3,High Value
2498,40,365.0,1,1,At Risk
2499,39,14.0,1,3,Regular
2500,73,90.0,2,2,Regular
2501,84,14.0,3,3,High Value
2502,94,14.0,3,3,High Value
